lat,lon,lit
41.68494,-84.88379,0
41.68548,-84.88475,0
41.686,-84.88574,0
41.68649,-84.88674,0
41.68697,-84.88776,0
41.68742,-84.8888,0
41.68785,-84.88986,0
41.68826,-84.89093,0
41.68865,-84.89202,0
41.68904,-84.89311,0
41.68943,-84.89419,0
41.68981,-84.89528,0
41.6902,-84.89637,0
41.69059,-84.89745,0
41.69098,-84.89854,0
41.69136,-84.89963,0
41.69175,-84.90071,0
41.69214,-84.9018,0
41.69253,-84.90289,0
41.69293,-84.90396,0
41.69335,-84.90503,0
41.6938,-84.90607,0
41.69427,-84.9071,0
41.69476,-84.9081,0
41.69527,-84.9091,0
41.69581,-84.91006,0
41.69637,-84.91101,0
41.69694,-84.91194,0
41.69753,-84.91285,0
41.69812,-84.91376,0
41.69871,-84.91467,0
41.6993,-84.91558,0
41.69989,-84.91648,0
41.70048,-84.9174,0
41.70105,-84.91832,0
41.70162,-84.91926,0
41.70215,-84.92022,0
41.70267,-84.92121,0
41.70317,-84.92221,0
41.70365,-84.92323,0
41.7041,-84.92427,0
41.70454,-84.92532,0
41.70498,-84.92638,0
41.70541,-84.92743,0
41.63077,-84.81821,0
41.63143,-84.81903,0
41.63209,-84.81984,0
41.63275,-84.82066,0
41.63341,-84.82148,0
41.63407,-84.82229,0
41.63473,-84.82311,0
41.63539,-84.82392,0
41.63606,-84.82474,0
41.63672,-84.82555,0
41.63737,-84.82638,0
41.63802,-84.82722,0
41.63866,-84.82806,0
41.63928,-84.82893,0
41.6399,-84.8298,0
41.64051,-84.83068,0
41.64111,-84.83158,0
41.6417,-84.83249,0
41.64228,-84.83341,0
41.64285,-84.83434,0
41.64341,-84.83528,0
41.64396,-84.83623,0
41.64451,-84.83719,0
41.64505,-84.83814,0
41.6456,-84.8391,0
41.64616,-84.84004,0
41.63075,-84.81857,0
41.66591,-84.8534,0
41.66542,-84.8524,0
41.66492,-84.85139,0
41.66442,-84.85039,0
41.66393,-84.84939,0
41.66339,-84.84842,0
41.66278,-84.84754,0
41.66209,-84.84676,0
41.66134,-84.8461,0
41.66054,-84.84556,0
41.6597,-84.84513,0
39.92691,-86.12559,1
39.9597,-86.15507,0
39.9606,-86.15509,0
39.96114,-86.15516,0
39.96026,-86.15521,0
39.95936,-86.1552,0
41.07348,-85.09089,1
41.64232,-86.76697,0
41.64234,-86.76577,0
41.64237,-86.76457,0
41.6424,-86.76336,0
41.64242,-86.76216,0
41.64246,-86.76096,0
39.10433,-85.94842,0
39.10356,-85.94783,0
39.10278,-85.94725,0
39.10201,-85.94666,0
39.10123,-85.94607,0
39.10046,-85.94548,0
39.09968,-85.94489,0
39.09891,-85.9443,0
39.09813,-85.94371,0
39.09736,-85.94313,0
39.09658,-85.94254,0
39.09581,-85.94195,0
39.09503,-85.94136,0
39.09426,-85.94077,0
39.09348,-85.94018,0
39.09271,-85.93959,0
39.09194,-85.939,0
39.09116,-85.93841,0
39.09039,-85.93783,0
39.08961,-85.93724,0
39.08884,-85.93665,0
39.08806,-85.93606,0
39.08729,-85.93547,0
39.08651,-85.93489,0
39.08574,-85.9343,0
39.08496,-85.93371,0
39.08419,-85.93313,0
39.08341,-85.93254,0
39.08261,-85.932,0
39.08181,-85.93147,0
39.081,-85.93098,0
39.08018,-85.93051,0
39.07935,-85.93005,0
39.07852,-85.9296,0
39.0777,-85.92915,0
39.07687,-85.9287,0
39.07604,-85.92825,0
39.07521,-85.9278,0
39.07438,-85.92735,0
39.07355,-85.92689,0
39.07273,-85.92644,0
39.0719,-85.92599,0
39.07107,-85.92554,0
39.07024,-85.92509,0
39.06941,-85.92464,0
39.06858,-85.92419,0
39.06776,-85.92374,0
39.06693,-85.92329,0
39.0661,-85.92284,0
39.06527,-85.92239,0
39.06444,-85.92194,0
39.06361,-85.92149,0
39.06278,-85.92103,0
39.06196,-85.92058,0
39.06113,-85.92013,0
39.0603,-85.91968,0
39.05947,-85.91923,0
39.05864,-85.91878,0
39.05781,-85.91833,0
39.05698,-85.91788,0
39.05616,-85.91743,0
39.05533,-85.91698,0
39.0545,-85.91653,0
39.05367,-85.91608,0
39.05284,-85.91563,0
39.05201,-85.91518,0
39.05119,-85.91473,0
39.05036,-85.91427,0
39.04955,-85.91378,0
39.04874,-85.91327,0
39.04794,-85.91273,0
39.04715,-85.91217,0
39.04638,-85.91158,0
39.04562,-85.91096,0
39.04487,-85.91032,0
39.04414,-85.90965,0
39.04341,-85.90897,0
39.04271,-85.90825,0
39.04201,-85.90752,0
39.04133,-85.90676,0
39.04066,-85.90598,0
39.03999,-85.90521,0
39.03933,-85.90443,0
39.03866,-85.90366,0
39.03799,-85.90289,0
39.03733,-85.9021,0
39.03665,-85.90134,0
39.03599,-85.90055,0
39.03532,-85.89978,0
39.03465,-85.899,0
39.03399,-85.89822,0
38.3892,-86.93181,1
38.3901,-86.9318,1
38.391,-86.93179,1
41.07192,-85.16163,1
41.07189,-85.16045,1
41.07167,-85.15929,1
41.07184,-85.15814,1
41.07244,-85.15726,1
41.07315,-85.15653,1
41.07363,-85.15559,1
41.0738,-85.15442,1
41.07398,-85.15325,1
41.07416,-85.15208,1
41.07434,-85.15091,1
41.07451,-85.14974,1
41.12401,-85.06179,1
41.12491,-85.06183,1
41.12581,-85.06187,1
41.12671,-85.06192,1
41.12761,-85.06197,1
41.12851,-85.062,1
41.12941,-85.06202,1
41.1303,-85.06207,1
41.1312,-85.06211,1
41.1321,-85.06213,1
41.133,-85.06216,1
41.1339,-85.06221,1
41.13576,-85.06228,1
41.13666,-85.06234,1
41.13756,-85.06239,1
41.13846,-85.06244,1
41.13936,-85.06249,1
41.14025,-85.06254,1
41.14115,-85.06259,1
41.14205,-85.06264,1
41.14295,-85.06269,1
41.14385,-85.06275,1
41.14475,-85.06281,1
41.14564,-85.06286,1
41.14654,-85.06291,1
41.11393,-85.06107,0
41.11483,-85.06114,0
41.11573,-85.06121,0
41.11663,-85.06128,0
41.11752,-85.06135,0
41.11842,-85.06141,0
41.11932,-85.06147,0
41.02865,-85.14782,0
41.02942,-85.1472,0
40.99673,-85.22822,0
40.99672,-85.22703,0
40.99673,-85.22583,0
40.99675,-85.22464,0
40.99677,-85.22345,0
40.99679,-85.22226,0
40.99681,-85.22107,0
40.99683,-85.21988,0
40.99685,-85.21869,0
40.99687,-85.2175,0
40.99687,-85.2163,0
40.99696,-85.21512,0
40.99722,-85.21398,0
40.99764,-85.21293,0
40.9982,-85.212,0
40.99884,-85.21117,0
40.99949,-85.21034,0
41.00013,-85.2095,0
41.00076,-85.20865,0
41.00128,-85.20769,0
41.00171,-85.20665,0
41.00192,-85.20549,0
41.00196,-85.2043,0
41.00196,-85.20311,0
41.00196,-85.20192,0
41.00195,-85.20073,0
41.00195,-85.19954,0
41.00195,-85.19834,0
41.00195,-85.19715,0
41.00195,-85.19596,0
41.00195,-85.19477,0
41.00195,-85.19358,0
41.00195,-85.19239,0
41.00196,-85.19119,0
41.00196,-85.19,0
41.00196,-85.18881,0
41.00196,-85.18762,0
41.00197,-85.18643,0
41.00198,-85.18524,0
41.00199,-85.18404,0
41.00199,-85.18285,0
41.00201,-85.18166,0
41.00202,-85.18047,0
41.00204,-85.17928,0
41.00204,-85.17809,0
41.00205,-85.1769,0
37.97771,-87.58153,1
37.97775,-87.58267,1
37.97784,-87.5838,1
37.97793,-87.58494,1
37.97755,-87.58153,1
37.9777,-87.58094,1
37.97754,-87.58095,1
37.97752,-87.57981,1
37.9775,-87.57867,1
37.97747,-87.57753,1
37.9774,-87.57639,1
38.51458,-85.77216,0
38.51547,-85.77229,0
38.51637,-85.77242,0
38.51726,-85.77255,0
38.51815,-85.77267,0
38.51905,-85.77279,0
38.51994,-85.77291,0
38.52084,-85.77302,0
38.52173,-85.77314,0
38.52263,-85.77326,0
38.52352,-85.77337,0
38.52442,-85.77349,0
38.52531,-85.77361,0
38.5262,-85.77374,0
38.5271,-85.77386,0
38.52799,-85.774,0
38.52888,-85.77417,0
38.52977,-85.77437,0
38.53064,-85.77462,0
38.53152,-85.77488,0
38.53239,-85.77515,0
38.53326,-85.77543,0
38.53414,-85.77572,0
38.53501,-85.776,0
38.53588,-85.77626,0
38.53676,-85.77652,0
38.53763,-85.77679,0
38.53852,-85.77701,0
38.5394,-85.77724,0
38.54028,-85.77744,0
38.54117,-85.77764,0
38.54206,-85.77781,0
38.54295,-85.778,0
38.54384,-85.77812,0
38.54473,-85.77823,0
38.54563,-85.77834,0
38.54653,-85.77845,0
38.54742,-85.77856,0
38.54832,-85.77861,0
38.54922,-85.77865,0
38.55012,-85.77867,0
38.55101,-85.7787,0
38.55191,-85.7787,0
38.55281,-85.7787,0
38.55371,-85.7787,0
38.55461,-85.77869,0
38.55551,-85.77869,0
38.55641,-85.77869,0
38.55731,-85.77869,0
38.55821,-85.77869,0
38.55911,-85.77867,0
38.56001,-85.77868,0
38.56091,-85.77868,0
38.56181,-85.77868,0
38.5627,-85.77869,0
38.5636,-85.77869,0
38.5645,-85.77869,0
38.5654,-85.77869,0
38.5663,-85.77869,0
38.5672,-85.77869,0
38.5681,-85.77869,0
38.569,-85.77868,0
39.78105,-86.15394,1
39.78102,-86.1551,1
40.75838,-86.05861,1
38.56985,-85.77896,0
