lat,lon,lit
38.56895,-85.77899,0
38.56805,-85.77899,0
38.56715,-85.77899,0
38.56625,-85.77898,0
38.56535,-85.77898,0
38.56445,-85.77898,0
38.56355,-85.77899,0
38.56265,-85.77899,0
38.56175,-85.77899,0
38.56085,-85.77899,0
38.55995,-85.77899,0
38.55905,-85.77897,0
38.55816,-85.77897,0
38.55726,-85.77898,0
38.55636,-85.77899,0
38.55546,-85.779,0
38.55456,-85.779,0
38.55366,-85.779,0
38.55276,-85.77899,0
38.55186,-85.779,0
38.55096,-85.779,0
38.55006,-85.77897,0
38.54916,-85.77896,0
38.54826,-85.77892,0
38.54737,-85.77885,0
38.54647,-85.77874,0
38.54557,-85.77865,0
38.54468,-85.77855,0
38.54379,-85.7784,0
38.54289,-85.77827,0
38.542,-85.77812,0
38.54111,-85.77794,0
38.54023,-85.77775,0
38.53934,-85.77754,0
38.53846,-85.77733,0
38.53758,-85.77708,0
38.5367,-85.77684,0
38.53582,-85.77659,0
38.53495,-85.7763,0
38.53408,-85.77602,0
38.53321,-85.77574,0
38.53234,-85.77546,0
38.53146,-85.77518,0
38.53059,-85.77491,0
38.52971,-85.77466,0
38.52882,-85.77448,0
38.52794,-85.7743,0
38.52704,-85.77416,0
38.52615,-85.77404,0
38.52526,-85.77392,0
38.52436,-85.77381,0
38.52347,-85.77369,0
38.52257,-85.77357,0
38.52168,-85.77344,0
38.52078,-85.77332,0
38.51989,-85.7732,0
38.51899,-85.77308,0
38.5181,-85.77296,0
38.51721,-85.77284,0
38.51631,-85.77271,0
38.51542,-85.77259,0
37.93924,-87.50425,0
37.93933,-87.50539,0
37.93942,-87.50652,0
37.93951,-87.50766,0
37.93959,-87.50879,0
37.93968,-87.50993,0
37.93977,-87.51106,0
37.93984,-87.5122,0
37.93983,-87.51334,0
37.93974,-87.51447,0
37.93958,-87.51559,0
37.93934,-87.51669,0
37.93903,-87.51776,0
37.9387,-87.51882,0
40.74311,-85.17113,1
40.74397,-85.1708,1
40.74483,-85.17046,1
40.7457,-85.17012,1
40.74656,-85.16978,1
40.74742,-85.16944,1
40.74828,-85.1691,1
40.74914,-85.16876,1
40.75,-85.16841,1
40.75086,-85.16806,1
40.75172,-85.16771,1
40.75258,-85.16735,1
40.75344,-85.16699,1
40.75429,-85.16662,1
40.75515,-85.16626,1
40.75601,-85.16592,1
40.75689,-85.16571,1
41.72939,-84.96987,0
41.73012,-84.97057,0
41.73072,-84.9715,0
41.72998,-84.97082,0
41.73073,-84.97115,0
41.73147,-84.97184,0
41.7322,-84.97254,0
41.73293,-84.97324,0
41.73362,-84.97402,0
41.73422,-84.97492,0
41.73472,-84.97592,0
41.7351,-84.977,0
41.73537,-84.97815,0
41.73552,-84.97934,0
41.73557,-84.98054,0
41.07449,-85.15671,1
41.07413,-85.15779,1
41.07361,-85.15875,1
41.07305,-85.15969,1
41.07235,-85.16043,1
41.07197,-85.16149,1
41.07525,-85.14523,1
41.07542,-85.14406,1
41.07559,-85.14289,1
41.07577,-85.14171,1
41.07594,-85.14054,1
41.08886,-85.15345,1
41.08974,-85.15358,1
41.09064,-85.15361,1
41.09154,-85.15364,1
41.09244,-85.15367,1
41.09334,-85.1537,1
41.09424,-85.15371,1
41.09513,-85.15376,1
41.07596,-85.09992,1
41.0764,-85.10096,1
41.07687,-85.10197,1
41.07734,-85.10299,1
41.07783,-85.10399,1
41.07832,-85.105,1
41.07881,-85.10599,1
41.07917,-85.10709,1
41.07933,-85.10826,1
41.07931,-85.10945,1
41.03747,-85.1321,1
41.03658,-85.13216,1
41.03568,-85.13225,1
41.03478,-85.13232,1
41.03388,-85.13233,1
41.73553,-85.00094,0
41.73575,-84.99994,0
41.73552,-84.99994,1
41.73551,-84.99874,1
41.7355,-84.99753,1
41.73549,-84.99633,1
41.73548,-84.99512,1
41.73575,-85.00094,0
41.73576,-85.00215,0
41.73581,-85.00335,0
41.73594,-85.00454,0
41.73614,-85.00571,0
41.73642,-85.00686,0
41.73677,-85.00797,0
41.73719,-85.00903,0
41.73768,-85.01004,0
41.73824,-85.01099,0
41.73884,-85.01188,0
41.73946,-85.01276,0
41.74007,-85.01364,0
41.74069,-85.01452,0
41.7413,-85.0154,0
41.74192,-85.01628,0
41.74253,-85.01716,0
41.74315,-85.01804,0
41.74376,-85.01892,0
41.61216,-86.71945,1
41.61267,-86.71846,1
37.97704,-87.55127,1
37.97702,-87.55241,1
37.977,-87.55355,1
37.977,-87.55469,1
37.97702,-87.55584,1
37.97692,-87.54314,1
37.97687,-87.542,1
37.97686,-87.54086,1
37.97686,-87.53972,1
37.97686,-87.53858,1
37.97686,-87.53744,1
37.97686,-87.53629,1
37.97686,-87.53515,1
37.97685,-87.53401,1
37.97685,-87.53287,1
37.97685,-87.53173,1
37.97685,-87.53059,1
37.97698,-87.54404,1
37.97701,-87.54092,1
37.97702,-87.54206,1
37.97708,-87.5432,1
37.97715,-87.54434,1
37.97722,-87.54547,1
37.97728,-87.54661,1
37.97779,-87.60059,1
37.97778,-87.59945,1
37.97776,-87.59831,1
37.97774,-87.59717,1
37.97772,-87.59603,1
37.97775,-87.59489,1
38.03919,-87.67214,0
38.03838,-87.67256,0
38.0375,-87.67281,0
38.03663,-87.67307,0
38.03575,-87.67333,0
38.03487,-87.67359,0
38.034,-87.67385,0
38.03312,-87.67412,0
38.03225,-87.67438,0
38.03137,-87.67464,0
38.0305,-87.6749,0
38.02962,-87.67517,0
38.02876,-87.67548,0
38.02791,-87.67585,0
38.02707,-87.67628,0
38.02625,-87.67673,0
38.02542,-87.67718,0
38.02457,-87.67756,0
38.02371,-87.67789,0
38.02284,-87.67817,0
38.02195,-87.67832,0
38.02106,-87.67847,0
38.02016,-87.67848,0
38.01926,-87.67843,0
38.01837,-87.67833,0
38.01747,-87.6782,0
38.01658,-87.67807,0
38.01569,-87.67795,0
38.01479,-87.67789,0
38.01389,-87.67784,0
38.01299,-87.67782,0
38.01209,-87.6778,0
38.01119,-87.67776,0
38.01029,-87.67772,0
38.00939,-87.67767,0
38.0085,-87.67762,0
38.0076,-87.67757,0
38.0067,-87.67753,0
38.0058,-87.67749,0
38.0049,-87.67748,0
38.004,-87.67749,0
38.0031,-87.6775,0
38.0022,-87.67751,0
38.0013,-87.67753,0
38.0004,-87.67755,0
37.99951,-87.67757,0
37.99861,-87.67759,0
37.99771,-87.67761,0
37.99681,-87.67766,0
37.99591,-87.67771,0
37.99501,-87.67776,0
37.99412,-87.67786,0
37.99322,-87.67797,0
37.99233,-87.67808,0
37.99143,-87.67819,0
37.99054,-87.67831,0
37.98964,-87.67842,0
37.98875,-87.67854,0
37.98785,-87.67866,0
37.90045,-87.21404,0
37.90044,-87.21518,0
37.90043,-87.21632,0
37.90042,-87.21746,0
37.90041,-87.2186,0
37.90041,-87.21974,0
37.9004,-87.22088,0
37.9004,-87.22202,0
37.90041,-87.22316,0
37.90041,-87.2243,0
37.9004,-87.22544,0
37.90038,-87.22658,0
37.90037,-87.22772,0
37.90041,-87.22886,0
37.90051,-87.22999,0
37.90072,-87.2311,0
37.90105,-87.23216,0
37.90143,-87.23318,0
37.90193,-87.23413,0
37.90251,-87.235,0
37.90315,-87.2358,0
37.90377,-87.23663,0
37.9044,-87.23744,0
37.90502,-87.23826,0
37.90564,-87.23909,0
37.90628,-87.23989,0
37.90692,-87.2407,0
37.90754,-87.24153,0
37.90815,-87.24235,0
37.90877,-87.24318,0
37.90934,-87.24407,0
37.90985,-87.245,0
37.91031,-87.24598,0
37.91073,-87.24699,0
37.91114,-87.24801,0
37.91153,-87.24903,0
37.91193,-87.25006,0
37.91234,-87.25107,0
37.91274,-87.25209,0
37.91313,-87.25312,0
37.91351,-87.25415,0
37.91391,-87.25517,0
37.91431,-87.25619,0
37.91471,-87.25721,0
37.91512,-87.25823,0
37.91553,-87.25924,0
37.91593,-87.26026,0
37.91633,-87.26128,0
37.91672,-87.26231,0
37.91713,-87.26333,0
37.91753,-87.26435,0
37.91796,-87.26535,0
37.91838,-87.26635,0
37.91881,-87.26736,0
37.91923,-87.26836,0
37.91965,-87.26937,0
37.92007,-87.27038,0
37.98799,-87.67833,0
37.98888,-87.67821,0
37.98978,-87.6781,0
37.99067,-87.67799,0
37.99157,-87.67789,0
37.99246,-87.67777,0
37.99336,-87.67764,0
37.99425,-87.67754,0
37.99515,-87.67745,0
37.99605,-87.67738,0
37.99695,-87.67735,0
37.99784,-87.67732,0
37.99874,-87.6773,0
37.99964,-87.67727,0
38.00054,-87.67725,0
38.00144,-87.67722,0
38.00234,-87.6772,0
38.00324,-87.67719,0
38.00414,-87.67718,0
38.00504,-87.67719,0
38.00594,-87.67721,0
38.00684,-87.67724,0
38.00773,-87.67729,0
38.00863,-87.67733,0
38.00953,-87.67737,0
38.01043,-87.67742,0
38.01133,-87.67747,0
38.01223,-87.6775,0
38.01313,-87.67752,0
38.01403,-87.67756,0
38.01492,-87.67761,0
38.01582,-87.6777,0
38.01672,-87.67778,0
38.01761,-87.6779,0
38.01851,-87.67803,0
38.0194,-87.67815,0
38.0203,-87.67816,0
38.0212,-87.67813,0
38.02209,-87.67796,0
38.02297,-87.67777,0
38.02385,-87.67751,0
38.02471,-87.67719,0
38.02555,-87.6768,0
38.02638,-87.67634,0
38.0272,-87.67588,0
38.02804,-87.67547,0
38.0289,-87.67514,0
38.02977,-87.67485,0
38.03064,-87.67458,0
38.03152,-87.67431,0
38.03239,-87.67404,0
38.03326,-87.67376,0
38.03414,-87.67349,0
38.03501,-87.67322,0
38.03588,-87.67295,0
38.03676,-87.67268,0
38.03763,-87.67241,0
38.03851,-87.67214,0
41.07438,-85.09583,1
41.07477,-85.0969,1
41.07515,-85.09798,1
41.07558,-85.09903,1
41.07587,-85.1007,1
41.07565,-85.09956,1
41.07521,-85.09852,1
41.07481,-85.09745,1
41.07446,-85.09636,1
39.82915,-84.88769,1
39.82922,-84.88652,1
39.82753,-84.89661,1
41.6327,-86.74047,1
41.6331,-86.74155,1
41.63356,-86.74258,1
41.63419,-86.74343,1
41.63497,-86.74403,1
41.63577,-86.74458,1
41.63656,-86.74515,1
41.63735,-86.74573,1
41.63814,-86.74629,1
41.03313,-85.05787,0
41.03223,-85.05786,0
41.03134,-85.05785,0
41.03044,-85.05784,0
41.02954,-85.05782,0
41.02864,-85.05781,0
41.02774,-85.05779,0
41.02684,-85.05778,0
41.02594,-85.05776,0
41.02504,-85.05775,0
41.02414,-85.05774,0
41.02324,-85.05772,0
41.02234,-85.05771,0
41.02144,-85.05769,0
41.02054,-85.05768,0
41.01965,-85.05767,0
41.01875,-85.05765,0
41.75416,-85.41893,0
41.75413,-85.42014,0
41.7541,-85.42134,0
41.75407,-85.42255,0
41.75405,-85.42375,0
41.75402,-85.42496,0
41.754,-85.42616,0
41.7529,-85.40049,0
41.75296,-85.3999,0
41.75395,-85.41834,0
41.75398,-85.41714,0
41.754,-85.41593,0
41.75403,-85.41473,0
41.75406,-85.41353,0
41.75408,-85.41232,0
41.75411,-85.41112,0
41.75413,-85.40991,0
41.75411,-85.4087,0
41.75405,-85.4075,0
41.75396,-85.4063,0
41.75382,-85.40511,0
41.75364,-85.40393,0
41.75343,-85.40276,0
41.75318,-85.4016,0
41.75311,-85.40039,0
41.7534,-85.40154,0
41.75365,-85.40269,0
41.75386,-85.40387,0
41.75403,-85.40505,0
41.75417,-85.40624,0
41.75426,-85.40744,0
41.75433,-85.40864,0
41.75435,-85.40985,0
41.75433,-85.41105,0
41.75431,-85.41226,0
41.75428,-85.41346,0
41.75425,-85.41467,0
41.75423,-85.41587,0
41.7542,-85.41708,0
41.75417,-85.41828,0
41.75394,-85.41893,0
41.75417,-85.41835,0
41.75277,-85.4,0
41.75243,-85.39888,0
41.75206,-85.39778,0
41.75169,-85.39668,0
41.75133,-85.39558,0
41.75101,-85.39445,0
41.75072,-85.39331,0
41.75047,-85.39215,0
41.75026,-85.39098,0
41.75009,-85.3898,0
41.74995,-85.3886,0
41.74983,-85.38741,0
41.7497,-85.38622,0
41.74958,-85.38502,0
41.74945,-85.38383,0
41.74933,-85.38264,0
41.7492,-85.38144,0
41.74908,-85.38025,0
41.74895,-85.37905,0
41.74883,-85.37786,0
41.74871,-85.37667,0
41.74861,-85.37547,0
41.74852,-85.37427,0
41.74844,-85.37307,0
41.74837,-85.37187,0
41.74832,-85.37066,0
41.74828,-85.36946,0
41.74825,-85.36825,0
41.74824,-85.36705,0
41.74823,-85.36584,0
41.74825,-85.36464,0
41.74827,-85.36343,0
41.74831,-85.36223,0
41.74836,-85.36103,0
41.74841,-85.35982,0
41.74846,-85.35862,0
41.74851,-85.35741,0
41.74856,-85.35621,0
41.74861,-85.35501,0
41.74866,-85.3538,0
41.74871,-85.3526,0
41.74876,-85.3514,0
41.74881,-85.35019,0
41.74885,-85.34899,0
41.74888,-85.34778,0
41.74888,-85.34658,0
41.74885,-85.34537,0
41.74879,-85.34417,0
41.74872,-85.34297,0
41.74861,-85.34177,0
41.74848,-85.34058,0
41.74832,-85.33939,0
41.74815,-85.33821,0
41.74794,-85.33704,0
41.74771,-85.33587,0
41.74745,-85.33472,0
41.74717,-85.33358,0
41.74686,-85.33244,0
41.74654,-85.33131,0
41.74623,-85.33019,0
41.74591,-85.32906,0
41.74559,-85.32793,0
41.74528,-85.3268,0
41.74498,-85.32566,0
41.74468,-85.32453,0
41.7444,-85.32338,0
41.74412,-85.32224,0
41.74385,-85.32109,0
41.74358,-85.31994,0
41.74333,-85.31878,0
41.74308,-85.31762,0
41.74285,-85.31646,0
41.74262,-85.31529,0
41.7424,-85.31412,0
41.74218,-85.31295,0
41.74198,-85.31178,0
41.74178,-85.3106,0
41.74159,-85.30942,0
41.74141,-85.30824,0
41.74124,-85.30706,0
41.74108,-85.30587,0
41.74093,-85.30469,0
41.74078,-85.3035,0
41.74064,-85.30231,0
41.74051,-85.30111,0
41.74039,-85.29992,0
41.74028,-85.29872,0
41.74018,-85.29753,0
41.74008,-85.29633,0
41.74,-85.29513,0
41.73992,-85.29393,0
41.7357,-84.99428,1
41.7357,-84.99548,1
41.73571,-84.99669,1
41.73547,-84.99428,1
41.73569,-84.9936,1
41.73536,-84.98103,0
41.73533,-84.97983,0
41.73523,-84.97863,0
41.735,-84.97747,0
41.73465,-84.97636,0
41.73418,-84.97533,0
41.7336,-84.97441,0
41.73294,-84.9736,0
41.73221,-84.9729,0
41.73147,-84.9722,0
41.73073,-84.97152,0
39.82565,-84.91984,1
39.82246,-84.94564,1
39.82232,-84.9468,1
39.82218,-84.94795,1
39.82203,-84.94911,1
39.82189,-84.95026,1
39.82174,-84.95142,1
39.8216,-84.95258,1
39.82145,-84.95373,1
39.8213,-84.95488,1
39.82117,-84.95604,1
39.82105,-84.9572,1
39.82093,-84.95836,1
39.82083,-84.95953,1
39.82072,-84.96069,1
39.82062,-84.96185,1
39.8205,-84.96301,1
39.82039,-84.96418,1
39.82029,-84.96534,1
39.82018,-84.9665,1
39.82007,-84.96766,1
39.81996,-84.96883,1
39.81984,-84.96999,1
39.81973,-84.97115,1
39.81962,-84.97231,1
39.8195,-84.97347,1
39.81939,-84.97463,1
39.81928,-84.9758,1
39.81917,-84.97696,1
39.81905,-84.97812,1
39.81893,-84.97928,1
39.82742,-84.90295,1
39.8273,-84.90411,1
39.82719,-84.90527,1
39.82706,-84.90643,1
39.82693,-84.90759,1
39.82681,-84.90875,1
39.82669,-84.90991,1
39.82658,-84.91107,1
39.82646,-84.91223,1
39.82632,-84.91339,1
39.8262,-84.91455,1
39.82609,-84.91571,1
39.82597,-84.91687,1
39.82584,-84.91803,1
39.82572,-84.91919,1
41.75576,-85.17217,0
41.75575,-85.17096,0
41.75573,-85.16976,0
41.75572,-85.16855,0
41.75571,-85.16735,0
41.75569,-85.16614,0
41.75568,-85.16494,0
41.75567,-85.16373,0
41.75566,-85.16253,0
41.75564,-85.16132,0
41.75563,-85.16012,0
41.75562,-85.15891,0
41.75561,-85.15771,0
41.75559,-85.1565,0
41.75558,-85.15529,0
41.75557,-85.15409,0
41.75556,-85.15288,0
41.75554,-85.15168,0
41.75553,-85.15047,0
41.75552,-85.14927,0
41.75551,-85.14806,0
41.75549,-85.14686,0
41.75548,-85.14565,0
41.75547,-85.14445,0
41.75545,-85.14324,0
41.75544,-85.14203,0
41.75543,-85.14083,0
41.75541,-85.13962,0
41.7554,-85.13842,0
41.75539,-85.13721,0
41.75538,-85.13601,0
41.75536,-85.1348,0
41.75535,-85.1336,0
41.75534,-85.13239,0
41.75533,-85.13119,0
41.75531,-85.12998,0
41.7553,-85.12878,0
41.75529,-85.12757,0
41.75526,-85.12636,0
41.7552,-85.12516,0
41.75508,-85.12397,0
41.75491,-85.12278,0
41.75469,-85.12162,0
41.75442,-85.12047,0
41.75414,-85.11932,0
41.75385,-85.11818,0
41.75356,-85.11704,0
41.75328,-85.1159,0
41.75299,-85.11475,0
41.75295,-85.1137,0
41.75324,-85.11484,0
41.75353,-85.11598,0
41.75382,-85.11713,0
41.7541,-85.11827,0
41.75439,-85.11941,0
41.75467,-85.12056,0
41.75494,-85.12171,0
41.75515,-85.12288,0
41.75531,-85.12406,0
41.75543,-85.12526,0
41.75549,-85.12646,0
41.75551,-85.12767,0
41.75552,-85.12887,0
41.75553,-85.13008,0
41.75554,-85.13128,0
41.75556,-85.13249,0
41.75557,-85.13369,0
41.75558,-85.1349,0
41.7556,-85.1361,0
41.75561,-85.13731,0
41.75562,-85.13852,0
41.75564,-85.13972,0
41.75565,-85.14093,0
41.75566,-85.14213,0
41.75568,-85.14334,0
41.75569,-85.14454,0
41.7557,-85.14575,0
41.75572,-85.14695,0
41.75573,-85.14816,0
41.75574,-85.14936,0
41.75576,-85.15057,0
41.75577,-85.15178,0
41.75578,-85.15298,0
41.75579,-85.15419,0
41.75581,-85.15539,0
41.75582,-85.1566,0
41.75583,-85.1578,0
41.75585,-85.15901,0
41.75586,-85.16021,0
41.75587,-85.16142,0
41.75589,-85.16262,0
41.7559,-85.16383,0
41.75591,-85.16503,0
41.75592,-85.16624,0
41.75594,-85.16745,0
41.75595,-85.16865,0
41.75596,-85.16986,0
41.75597,-85.17106,0
41.75598,-85.17227,0
41.74454,-85.02004,0
41.74516,-85.02092,0
41.74575,-85.02182,0
41.74629,-85.02279,0
41.74674,-85.02384,0
41.74709,-85.02495,0
41.74734,-85.0261,0
41.74751,-85.02728,0
41.74759,-85.02848,0
41.74764,-85.02969,0
41.74769,-85.03089,0
41.74774,-85.03209,0
41.74779,-85.0333,0
41.74784,-85.0345,0
41.74788,-85.03571,0
41.74793,-85.03691,0
41.74797,-85.03811,0
41.748,-85.03932,0
41.74801,-85.04052,0
41.74801,-85.04173,0
41.748,-85.04293,0
41.74797,-85.04414,0
41.74793,-85.04534,0
41.74788,-85.04655,0
41.74782,-85.04775,0
41.74774,-85.04895,0
41.74765,-85.05015,0
41.74757,-85.05135,0
41.74748,-85.05255,0
41.74739,-85.05375,0
41.7473,-85.05495,0
41.74721,-85.05615,0
41.74712,-85.05735,0
41.74704,-85.05855,0
41.74699,-85.05975,0
41.74697,-85.06096,0
41.74697,-85.06216,0
41.747,-85.06337,0
41.74705,-85.06457,0
41.74712,-85.06577,0
41.7472,-85.06697,0
41.74727,-85.06817,0
41.74734,-85.06937,0
41.74742,-85.07058,0
41.74749,-85.07178,0
41.74756,-85.07298,0
41.74764,-85.07418,0
41.74771,-85.07538,0
41.74778,-85.07658,0
41.74764,-85.07784,0
41.75527,-85.23076,0
41.71097,-84.94083,0
41.7114,-84.94189,0
41.71184,-84.94295,0
41.71228,-84.94399,0
41.75576,-85.17274,0
41.74424,-85.0196,0
41.71043,-84.93951,0
41.71086,-84.94056,0
41.71291,-84.94551,0
41.71335,-84.94657,0
41.71378,-84.94762,0
41.71422,-84.94868,0
41.71465,-84.94973,0
41.71509,-84.95079,0
41.71552,-84.95184,0
41.71595,-84.9529,0
41.71639,-84.95395,0
41.71682,-84.95501,0
41.71726,-84.95606,0
41.71769,-84.95711,0
41.71815,-84.95815,0
41.71867,-84.95913,0
41.71925,-84.96005,0
41.7199,-84.96089,0
41.72059,-84.96166,0
41.72132,-84.96236,0
41.72206,-84.96305,0
41.72279,-84.96374,0
41.72353,-84.96443,0
41.72427,-84.96512,0
41.72501,-84.96581,0
41.72574,-84.9665,0
41.72648,-84.96719,0
41.72722,-84.96788,0
41.72796,-84.96857,0
41.7287,-84.96925,0
41.75272,-85.1137,0
41.74784,-85.07742,0
41.75598,-85.17233,0
41.73987,-85.2932,0
41.71218,-84.94438,0
41.71174,-84.94333,0
41.7113,-84.94228,0
41.71088,-84.94122,0
41.75285,-85.11329,0
41.74007,-85.29279,0
41.74454,-85.02047,0
41.71079,-84.941,0
41.71035,-84.93994,0
41.7127,-84.94563,0
41.71227,-84.94458,0
41.75497,-85.23112,0
41.71234,-84.94413,0
41.71278,-84.94519,0
41.70528,-84.92771,0
41.70484,-84.92666,0
41.70441,-84.9256,0
41.70397,-84.92455,0
41.70352,-84.92351,0
41.70304,-84.92249,0
41.70255,-84.92148,0
41.70203,-84.9205,0
41.70149,-84.91953,0
41.70093,-84.91859,0
41.70035,-84.91767,0
41.69977,-84.91675,0
41.69918,-84.91584,0
41.69859,-84.91493,0
41.698,-84.91403,0
41.69741,-84.91312,0
41.69682,-84.91221,0
41.69624,-84.91128,0
41.69569,-84.91034,0
41.69515,-84.90937,0
41.69463,-84.90838,0
41.69414,-84.90738,0
41.69366,-84.90636,0
41.69322,-84.90531,0
41.6928,-84.90425,0
41.69238,-84.90318,0
41.692,-84.90209,0
41.69161,-84.901,0
41.69122,-84.89991,0
41.69083,-84.89883,0
41.69045,-84.89774,0
41.69006,-84.89665,0
41.68967,-84.89557,0
41.68928,-84.89448,0
41.6889,-84.89339,0
41.68851,-84.89231,0
41.68812,-84.89122,0
41.68772,-84.89014,0
41.68729,-84.88909,0
41.68684,-84.88805,0
41.68636,-84.88702,0
41.68587,-84.88602,0
41.68535,-84.88503,0
41.68482,-84.88406,0
41.68426,-84.88312,0
41.68368,-84.8822,0
41.68308,-84.8813,0
41.68247,-84.88042,0
41.68184,-84.87956,0
41.68121,-84.8787,0
41.68058,-84.87784,0
41.67994,-84.87699,0
41.67932,-84.87613,0
41.67869,-84.87527,0
41.67805,-84.87441,0
41.67742,-84.87355,0
41.67679,-84.8727,0
41.67616,-84.87183,0
41.67555,-84.87096,0
41.67494,-84.87007,0
41.67434,-84.86917,0
41.67375,-84.86826,0
41.67317,-84.86734,0
41.6726,-84.86641,0
41.67204,-84.86547,0
41.75515,-85.23143,0
41.75498,-85.23261,0
41.75486,-85.23381,0
41.75479,-85.23501,0
41.75475,-85.23621,0
41.75476,-85.23742,0
41.75476,-85.23863,0
41.75477,-85.23983,0
41.75477,-85.24104,0
41.75478,-85.24224,0
41.75478,-85.24345,0
41.75478,-85.24465,0
41.75479,-85.24586,0
41.75479,-85.24706,0
41.7548,-85.24827,0
41.7548,-85.24948,0
41.75481,-85.25068,0
41.75481,-85.25189,0
41.75482,-85.25309,0
41.75482,-85.2543,0
41.75482,-85.2555,0
41.75483,-85.25671,0
41.75483,-85.25791,0
41.75484,-85.25912,0
41.75483,-85.26032,0
41.75476,-85.26153,0
41.75459,-85.26271,0
41.75434,-85.26387,0
41.754,-85.26498,0
41.75357,-85.26604,0
41.75306,-85.26703,0
41.75248,-85.26795,0
41.75182,-85.26877,0
41.75111,-85.26951,0
41.75036,-85.27017,0
41.7496,-85.27082,0
41.74883,-85.27144,0
41.74806,-85.27206,0
41.74729,-85.27269,0
41.74653,-85.27333,0
41.74576,-85.27396,0
41.745,-85.27459,0
41.74423,-85.27521,0
41.74346,-85.27584,0
41.7427,-85.27649,0
41.74198,-85.27721,0
41.74134,-85.27806,0
41.74081,-85.27903,0
41.74038,-85.28008,0
41.74008,-85.28122,0
41.7399,-85.2824,0
41.73983,-85.2836,0
41.73984,-85.2848,0
41.73985,-85.28601,0
41.73987,-85.28721,0
41.7399,-85.28842,0
41.73994,-85.28962,0
41.73998,-85.29082,0
41.74004,-85.29203,0
41.75599,-85.17288,0
41.756,-85.17409,0
41.75601,-85.1753,0
41.75603,-85.1765,0
41.75604,-85.17771,0
41.75605,-85.17891,0
41.75606,-85.18012,0
41.75608,-85.18132,0
41.75609,-85.18253,0
41.7561,-85.18373,0
41.75612,-85.18494,0
41.75614,-85.18614,0
41.75616,-85.18735,0
41.75619,-85.18855,0
41.75621,-85.18976,0
41.75624,-85.19096,0
41.75627,-85.19217,0
41.75629,-85.19337,0
41.75632,-85.19458,0
41.75635,-85.19578,0
41.75638,-85.19699,0
41.75641,-85.19819,0
41.73985,-85.29278,0
41.7398,-85.29158,0
41.73975,-85.29037,0
41.7397,-85.28917,0
41.73967,-85.28796,0
41.73964,-85.28676,0
41.73963,-85.28555,0
41.73962,-85.28435,0
41.73963,-85.28314,0
41.73972,-85.28195,0
41.73995,-85.28078,0
41.74028,-85.27966,0
41.74073,-85.27862,0
41.7413,-85.27769,0
41.74195,-85.27686,0
41.74268,-85.27615,0
41.74344,-85.27551,0
41.74421,-85.27488,0
41.74497,-85.27425,0
41.74574,-85.27362,0
41.74651,-85.27299,0
41.74727,-85.27236,0
41.74804,-85.27173,0
41.74881,-85.27112,0
41.74958,-85.27049,0
41.75034,-85.26985,0
41.75108,-85.26916,0
41.75179,-85.26842,0
41.75244,-85.26759,0
41.75301,-85.26665,0
41.75349,-85.26564,0
41.7539,-85.26456,0
41.75421,-85.26343,0
41.75444,-85.26227,0
41.75457,-85.26108,0
41.75462,-85.25987,0
41.75462,-85.25867,0
41.75461,-85.25746,0
41.75461,-85.25626,0
41.7546,-85.25505,0
41.7546,-85.25385,0
41.75459,-85.25264,0
41.75459,-85.25144,0
41.75458,-85.25023,0
41.75458,-85.24902,0
41.75458,-85.24782,0
41.75457,-85.24661,0
41.75457,-85.24541,0
41.75457,-85.2442,0
41.75456,-85.243,0
41.75456,-85.24179,0
41.75455,-85.24059,0
41.75455,-85.23938,0
41.75454,-85.23817,0
41.75454,-85.23697,0
41.75454,-85.23576,0
41.75458,-85.23456,0
41.75468,-85.23336,0
41.75482,-85.23217,0
41.74761,-85.07742,0
41.74754,-85.07622,0
41.74747,-85.07502,0
41.7474,-85.07382,0
41.74732,-85.07261,0
41.74725,-85.07141,0
41.74717,-85.07021,0
41.7471,-85.06901,0
41.74703,-85.06781,0
41.74695,-85.06661,0
41.74688,-85.06541,0
41.74681,-85.06421,0
41.74677,-85.063,0
41.74674,-85.0618,0
41.74675,-85.06059,0
41.74679,-85.05939,0
41.74684,-85.05818,0
41.74692,-85.05698,0
41.74702,-85.05578,0
41.7471,-85.05458,0
41.74719,-85.05339,0
41.74728,-85.05219,0
41.74737,-85.05099,0
41.74746,-85.04979,0
41.74754,-85.04859,0
41.74762,-85.04739,0
41.74768,-85.04618,0
41.74773,-85.04498,0
41.74776,-85.04377,0
41.74778,-85.04257,0
41.74779,-85.04136,0
41.7478,-85.04016,0
41.74777,-85.03895,0
41.74774,-85.03775,0
41.7477,-85.03655,0
41.74765,-85.03534,0
41.7476,-85.03414,0
41.74755,-85.03293,0
41.7475,-85.03173,0
41.74746,-85.03053,0
41.74741,-85.02932,0
41.74735,-85.02812,0
41.74725,-85.02692,0
41.74706,-85.02575,0
41.74676,-85.02461,0
41.74637,-85.02353,0
41.74589,-85.02251,0
41.74532,-85.02158,0
41.7447,-85.0207,0
41.74009,-85.29323,0
41.74017,-85.29443,0
41.74025,-85.29563,0
41.74034,-85.29683,0
41.74044,-85.29803,0
41.74054,-85.29923,0
41.74066,-85.30042,0
41.74078,-85.30162,0
41.74092,-85.30281,0
41.74106,-85.304,0
41.7412,-85.30519,0
41.74136,-85.30637,0
41.74153,-85.30756,0
41.74171,-85.30874,0
